task_group,task_id,episode_ix,sum_reward,max_reward,success,episode_length,min_velocity,avg_velocity,max_velocity,min_eef_height,avg_eef_height,max_eef_height,condition
libero_object,0,0,0.0,0.0,False,280,0.0,0.004937905706514809,0.01067360705804201,0.055638855746041424,0.1408785349148259,0.26900962465157496,smolvla-down-10-4
libero_object,0,1,0.0,0.0,False,280,0.0,0.005116944160504147,0.01260641285801277,0.04413087331602207,0.1374733874819138,0.26126431090140406,smolvla-down-10-4
libero_object,0,2,0.0,0.0,False,280,0.0,0.005421521487549577,0.01233661692850209,0.07192808740126973,0.14340465470033356,0.2660602761402141,smolvla-down-10-4
libero_object,0,3,0.0,0.0,False,280,0.0,0.006182107300048004,0.012481305154004712,0.07829838350104222,0.1729091885323137,0.27249885954048136,smolvla-down-10-4
libero_object,0,4,0.0,0.0,False,280,0.0,0.00397331125191335,0.010472465353168935,0.06462638818138741,0.1348315755407716,0.26618674236365275,smolvla-down-10-4
libero_object,1,0,1.0,1.0,True,162,0.0,0.008041500072174794,0.2673257154989554,0.014402204426768817,0.1364096596482474,0.26127947572964005,smolvla-down-10-4
libero_object,1,1,0.0,0.0,False,280,0.0,0.0032726971611277203,0.012976447887596047,0.013124595722022514,0.061276495713219796,0.2619264866685844,smolvla-down-10-4
libero_object,1,2,1.0,1.0,True,176,0.0,0.007442736615965924,0.2592025724277367,0.013817403400572373,0.14146095603258904,0.2640530773425832,smolvla-down-10-4
libero_object,1,3,0.0,0.0,False,280,0.0,0.003958260128197544,0.012793074907550052,0.012699797400418489,0.07279057853143081,0.26088276971215174,smolvla-down-10-4
libero_object,1,4,0.0,0.0,False,280,0.0,0.0033041593446738377,0.009680392866597122,0.011320527143031084,0.0682558047833483,0.2647275651665406,smolvla-down-10-4
libero_object,2,0,0.0,0.0,False,280,0.0,0.003101442872636805,0.010490097944546905,0.0825486735997384,0.17906343264396227,0.26084806765283486,smolvla-down-10-4
libero_object,2,1,0.0,0.0,False,280,0.0,0.0030932038295092153,0.010362655342479286,0.08394549648436272,0.18137729556877125,0.26410429206257735,smolvla-down-10-4
libero_object,2,2,0.0,0.0,False,280,0.0,0.0031899977892074502,0.00971379007466334,0.07396852215125986,0.1600318995983456,0.2603776374920984,smolvla-down-10-4
libero_object,2,3,0.0,0.0,False,280,0.0,0.0035454732830780817,0.011475226319678632,0.07482440131745044,0.16462808500519002,0.26125720612630576,smolvla-down-10-4
libero_object,2,4,0.0,0.0,False,280,0.0,0.0034041959103224594,0.011241106726397007,0.14418790736004525,0.19018658675578204,0.2654985274509274,smolvla-down-10-4
libero_object,3,0,0.0,0.0,False,280,0.0,0.003253978357656845,0.009441217939615644,0.07306774638336026,0.12865835841462955,0.2612536714972991,smolvla-down-10-4
libero_object,3,1,0.0,0.0,False,280,0.0,0.003130995382688963,0.009663971782167439,0.07023467241308629,0.12290826935803899,0.2625196061826154,smolvla-down-10-4
libero_object,3,2,0.0,0.0,False,280,0.0,0.0030126913995576115,0.009933447813914304,0.05939543592584483,0.11219842865649299,0.26249683089767434,smolvla-down-10-4
libero_object,3,3,0.0,0.0,False,280,0.0,0.0030313333898869237,0.009705692298362404,0.07329575867445727,0.13612984365716296,0.26218629489392464,smolvla-down-10-4
libero_object,3,4,0.0,0.0,False,280,0.0,0.003176967907172551,0.010294211333263364,0.10783590565231131,0.14725624991200167,0.26126750750418537,smolvla-down-10-4
libero_object,4,0,0.0,0.0,False,280,0.0,0.003684190929540443,0.010290049680261404,0.1188111652710701,0.2039406877675298,0.2699182713759684,smolvla-down-10-4
libero_object,4,1,0.0,0.0,False,280,0.0,0.003429062006431362,0.009103194747596705,0.07758463642289942,0.17605968831389426,0.279735249852083,smolvla-down-10-4
libero_object,4,2,0.0,0.0,False,280,0.0,0.003012732756028678,0.01268709395653687,0.11870262763590007,0.17722435751477517,0.28030894812949303,smolvla-down-10-4
libero_object,4,3,0.0,0.0,False,280,0.0,0.004089465972443607,0.010809153109984579,0.03291366400009506,0.14302741209969472,0.2696368260176868,smolvla-down-10-4
libero_object,4,4,0.0,0.0,False,280,0.0,0.002892003515456432,0.009245933788615854,0.09106836899834242,0.18403847749800226,0.27369349467787885,smolvla-down-10-4
libero_object,5,0,0.0,0.0,False,280,0.0,0.003311975481197735,0.010087425405821183,0.03892113956916203,0.09931940774654106,0.26195475366953525,smolvla-down-10-4
libero_object,5,1,0.0,0.0,False,280,0.0,0.0025726161691577544,0.010361940970380125,0.0673606128362686,0.10116815547451229,0.2607129318211469,smolvla-down-10-4
libero_object,5,2,0.0,0.0,False,280,0.0,0.0032056621977524305,0.0106588307292715,0.024118430757458884,0.09349705067863934,0.2608482087177567,smolvla-down-10-4
libero_object,5,3,0.0,0.0,False,280,0.0,0.00368453729874895,0.01207327563615737,0.02805781671104883,0.10259927455583041,0.26109372175476664,smolvla-down-10-4
libero_object,5,4,0.0,0.0,False,280,0.0,0.0035703644803615872,0.011067572734951322,0.04211360997282637,0.11008818502415894,0.26095741878133555,smolvla-down-10-4
libero_object,6,0,0.0,0.0,False,280,0.0,0.004679811098229147,0.012482605614002662,0.01693582644284293,0.09416426967511506,0.267090886764631,smolvla-down-10-4
libero_object,6,1,0.0,0.0,False,280,0.0,0.005144832261547122,0.012566698241609523,0.009506230730570817,0.11574894373180004,0.27759352458493436,smolvla-down-10-4
libero_object,6,2,0.0,0.0,False,280,0.0,0.004750919307297931,0.012149782847960217,0.03729663289678378,0.14233151997565432,0.2704009027582787,smolvla-down-10-4
