task_group,task_id,episode_ix,sum_reward,max_reward,success,episode_length,min_velocity,avg_velocity,max_velocity,min_eef_height,avg_eef_height,max_eef_height,condition
libero_object,0,0,1.0,1.0,True,143,0.0,0.01002738847169401,0.2965997040656536,0.04282921378633485,0.20882685986694968,0.2655299737085247,xvla-fast-5-8
libero_object,0,1,1.0,1.0,True,157,0.0,0.007285549355778101,0.01193640634050892,0.04412958814895171,0.2005971248455282,0.26246589982065155,xvla-fast-5-8
libero_object,0,2,1.0,1.0,True,148,0.0,0.009657190937111716,0.30174905082714876,0.05321279266696842,0.21098823346095974,0.2733896751297291,xvla-fast-5-8
libero_object,0,3,1.0,1.0,True,162,0.0,0.007170880809754937,0.011556443420395229,0.044246451614890464,0.20185404296455078,0.2708501975610418,xvla-fast-5-8
libero_object,0,4,1.0,1.0,True,163,0.0,0.007172694429114604,0.011257231022573528,0.04385288262578736,0.2026552462160243,0.26717880229081875,xvla-fast-5-8
libero_object,1,0,1.0,1.0,True,136,0.0,0.007011706187292738,0.011982494449070617,0.00883802058929388,0.1628875193813546,0.2600076796139672,xvla-fast-5-8
libero_object,1,1,1.0,1.0,True,130,0.0,0.009377142030794905,0.2995850274556017,0.008555775760054063,0.16337015752796327,0.26127947572964005,xvla-fast-5-8
libero_object,1,2,1.0,1.0,True,129,0.0,0.009152189449804853,0.293113663575206,0.009214936594032871,0.16026213122020247,0.26127947572964005,xvla-fast-5-8
libero_object,1,3,1.0,1.0,True,131,0.0,0.007112430471112515,0.012530498752455295,0.00850322057727182,0.1560038218906025,0.2609637682663623,xvla-fast-5-8
libero_object,1,4,1.0,1.0,True,131,0.0,0.009304737672619287,0.29081794584092324,0.008528382338841026,0.15381213265067445,0.26127947572964005,xvla-fast-5-8
libero_object,2,0,1.0,1.0,True,126,0.0,0.009435200847960238,0.3063447019347792,0.11224521624584538,0.23002514178710634,0.30673847063437043,xvla-fast-5-8
libero_object,2,1,1.0,1.0,True,127,0.0,0.007170940963781262,0.012759224460497903,0.11227021526548438,0.23138008124779333,0.3119534000672661,xvla-fast-5-8
libero_object,2,2,1.0,1.0,True,130,0.0,0.007043254780822899,0.012181771137463864,0.11253466311214617,0.2364902241871043,0.3330669957018923,xvla-fast-5-8
